"","id","fidelidade","sexo","idade","atendimento","sortimento","acessibilidade","preço"
"581","581","nao","feminino",34,"3","2","3","3"
"582","582","nao","feminino",31,"3","1","2","3"
"583","583","nao","feminino",34,"3","2","3","3"
"584","584","nao","feminino",30,"4","3","5","4"
"585","585","nao","feminino",31,"3","1","2","3"
"586","586","nao","feminino",32,"4","3","3","5"
"587","587","nao","feminino",34,"2","4","1","4"
"588","588","nao","feminino",34,"4","3","1","2"
"589","589","nao","feminino",35,"4","3","4","2"
"590","590","nao","feminino",34,"1","5","3","3"
"591","591","nao","feminino",35,"4","3","4","2"
"592","592","nao","feminino",34,"4","4","3","3"
"593","593","nao","feminino",34,"4","3","3","3"
"594","594","nao","feminino",34,"4","3","5","1"
"595","595","nao","masculino",34,"3","2","4","2"
"596","596","nao","feminino",34,"4","1","3","1"
"597","597","nao","feminino",30,"4","3","5","4"
"598","598","nao","feminino",34,"4","3","3","3"
"599","599","nao","feminino",34,"2","2","1","1"
"600","600","nao","feminino",34,"2","4","3","5"
"601","601","nao","feminino",31,"4","3","1","3"
"602","602","nao","feminino",34,"4","3","3","3"
"603","603","nao","feminino",34,"2","3","3","3"
"604","604","nao","feminino",30,"4","3","5","4"
"605","605","nao","feminino",34,"4","1","3","3"
"606","606","nao","feminino",34,"4","3","3","3"
"607","607","nao","feminino",34,"2","4","1","4"
"608","608","nao","masculino",34,"2","2","3","3"
"609","609","nao","feminino",34,"3","2","3","3"
"610","610","nao","feminino",34,"4","3","1","4"
"611","611","nao","feminino",34,"3","2","5","4"
"612","612","nao","feminino",35,"3","2","3","3"
"613","613","nao","feminino",34,"2","4","3","5"
"614","614","nao","feminino",31,"4","3","1","3"
"615","615","nao","feminino",30,"4","3","5","4"
"616","616","nao","feminino",34,"5","1","1","3"
"617","617","nao","feminino",34,"2","4","1","4"
"618","618","nao","feminino",34,"4","4","3","3"
"619","619","nao","feminino",31,"4","3","1","3"
"620","620","nao","feminino",34,"5","1","1","3"
"621","621","nao","feminino",32,"4","3","3","5"
"622","622","nao","feminino",34,"3","5","1","3"
"623","623","nao","feminino",34,"2","3","3","1"
"624","624","nao","feminino",34,"2","3","3","1"
"625","625","nao","feminino",32,"1","3","1","4"
"626","626","nao","masculino",34,"3","2","4","2"
"627","627","nao","feminino",32,"1","3","1","4"
"628","628","nao","feminino",34,"2","3","3","3"
"629","629","nao","feminino",35,"4","3","4","2"
"630","630","nao","feminino",34,"4","3","5","1"
"631","631","nao","feminino",34,"2","4","3","5"
"632","632","nao","feminino",34,"3","2","3","3"
"633","633","nao","feminino",29,"4","1","3","3"
"634","634","nao","feminino",35,"4","3","4","2"
"635","635","nao","feminino",34,"3","2","3","3"
"636","636","nao","feminino",31,"2","3","3","3"
"637","637","nao","masculino",34,"5","1","3","3"
"638","638","nao","feminino",29,"4","1","3","3"
"639","639","nao","feminino",34,"3","2","3","3"
"640","640","nao","masculino",34,"1","1","4","1"
"641","641","nao","feminino",32,"4","3","3","5"
"642","642","nao","feminino",30,"4","3","5","4"
"643","643","nao","feminino",31,"2","3","3","3"
"644","644","nao","masculino",34,"1","4","2","3"
"645","645","nao","feminino",34,"3","2","1","4"
"646","646","nao","feminino",34,"4","3","1","4"
"647","647","nao","feminino",35,"2","3","1","4"
"648","648","nao","feminino",34,"3","2","3","3"
"649","649","nao","feminino",34,"4","4","1","4"
"650","650","nao","feminino",34,"1","5","3","3"
"651","651","nao","masculino",34,"5","1","3","3"
"652","652","nao","feminino",34,"4","1","3","1"
"653","653","nao","feminino",34,"3","2","1","4"
"654","654","nao","feminino",34,"3","2","1","4"
"655","655","nao","feminino",34,"2","3","3","1"
"656","656","nao","masculino",34,"1","4","2","3"
"657","657","nao","feminino",34,"4","4","3","3"
"658","658","nao","feminino",34,"4","1","3","3"
"659","659","nao","feminino",34,"2","2","1","1"
"660","660","nao","feminino",35,"4","3","4","2"
"661","661","nao","feminino",35,"2","3","1","4"
"662","662","nao","masculino",34,"3","2","4","2"
"663","663","nao","feminino",34,"5","1","4","2"
"664","664","nao","feminino",34,"3","2","3","3"
"665","665","nao","feminino",34,"4","3","3","3"
"666","666","nao","feminino",34,"4","1","3","3"
"667","667","nao","feminino",30,"4","3","5","4"
"668","668","nao","feminino",32,"4","3","3","5"
"669","669","nao","feminino",31,"2","3","3","3"
"670","670","nao","feminino",34,"3","2","5","4"
"671","671","nao","feminino",34,"4","1","3","3"
"672","672","nao","feminino",34,"3","2","3","3"
"673","673","nao","masculino",34,"3","2","4","2"
"674","674","nao","masculino",34,"1","1","4","1"
"675","675","nao","feminino",34,"5","1","4","2"
"676","676","nao","feminino",34,"4","3","1","4"
"677","677","nao","feminino",34,"3","2","3","3"
"678","678","nao","feminino",34,"4","4","3","3"
"679","679","nao","feminino",31,"4","3","1","3"
"680","680","nao","feminino",33,"4","1","5","4"
"681","681","nao","masculino",34,"5","1","3","3"
"682","682","nao","feminino",34,"2","2","1","1"
"683","683","nao","feminino",34,"5","1","1","3"
"684","684","nao","feminino",34,"4","3","1","2"
"685","685","nao","feminino",34,"4","4","3","3"
"686","686","nao","feminino",34,"2","3","3","3"
"687","687","nao","feminino",31,"2","3","3","3"
"688","688","nao","feminino",34,"3","2","3","3"
"689","689","nao","masculino",34,"2","2","3","3"
"690","690","nao","feminino",34,"5","1","4","2"
"691","691","nao","feminino",34,"2","3","3","3"
"692","692","nao","feminino",32,"1","3","1","4"
"693","693","nao","feminino",34,"3","2","3","3"
"694","694","nao","masculino",34,"5","1","3","3"
"695","695","nao","feminino",34,"4","3","3","3"
"696","696","nao","feminino",34,"2","2","1","1"
"697","697","nao","masculino",34,"3","2","4","2"
"698","698","nao","feminino",34,"2","4","3","5"
"699","699","nao","feminino",34,"2","4","3","5"
"700","700","nao","feminino",34,"2","4","1","4"
"701","701","nao","feminino",34,"3","2","3","3"
"702","702","nao","feminino",34,"4","3","3","3"
"703","703","nao","masculino",34,"5","1","3","3"
"704","704","nao","feminino",34,"4","3","3","3"
"705","705","nao","feminino",34,"3","2","3","3"
"706","706","nao","feminino",34,"4","3","5","1"
"707","707","nao","feminino",34,"4","3","1","4"
"708","708","nao","feminino",34,"4","3","3","3"
"709","709","nao","feminino",34,"2","4","1","4"
"710","710","nao","feminino",34,"3","2","3","3"
"711","711","nao","feminino",34,"2","2","1","1"
"712","712","nao","feminino",34,"2","2","1","1"
"713","713","nao","feminino",34,"4","1","1","2"
"714","714","nao","feminino",34,"4","4","1","4"
"715","715","nao","feminino",34,"4","1","1","2"
"716","716","nao","feminino",34,"5","1","4","2"
"717","717","nao","feminino",34,"4","1","3","3"
"718","718","nao","feminino",34,"3","2","3","3"
"719","719","nao","feminino",34,"4","3","5","1"
"720","720","nao","feminino",34,"3","5","1","3"
"721","721","nao","feminino",33,"4","1","5","4"
"722","722","nao","feminino",34,"3","5","1","3"
"723","723","nao","feminino",32,"1","3","1","4"
"724","724","nao","feminino",33,"4","1","5","4"
"725","725","nao","feminino",34,"4","3","1","4"
"726","726","nao","feminino",31,"3","1","2","3"
"727","727","nao","masculino",34,"1","4","2","3"
"728","728","nao","feminino",33,"4","1","5","4"
"729","729","nao","feminino",35,"4","3","4","2"
"730","730","nao","feminino",34,"3","2","3","3"
"731","731","nao","feminino",32,"1","3","1","4"
"732","732","nao","feminino",35,"2","3","1","4"
"733","733","nao","feminino",34,"3","2","3","3"
"734","734","nao","feminino",34,"3","2","3","3"
"735","735","nao","feminino",33,"4","1","5","4"
"736","736","nao","masculino",34,"5","1","3","3"
"737","737","nao","feminino",34,"2","3","3","1"
"738","738","nao","feminino",34,"3","2","3","3"
"739","739","nao","feminino",35,"3","2","3","3"
"740","740","nao","feminino",29,"4","1","3","3"
"741","741","nao","feminino",34,"4","3","1","2"
"742","742","nao","feminino",34,"5","1","4","2"
"743","743","nao","feminino",34,"2","3","3","3"
"744","744","nao","feminino",34,"3","2","3","3"
"745","745","nao","feminino",34,"5","1","4","2"
"746","746","nao","feminino",31,"2","3","3","3"
"747","747","nao","feminino",34,"4","3","1","2"
"748","748","nao","masculino",34,"1","1","4","1"
"749","749","nao","feminino",34,"4","4","3","3"
"750","750","nao","feminino",31,"4","3","1","3"
"751","751","nao","feminino",34,"3","2","3","3"
"752","752","nao","feminino",34,"4","4","1","4"
"753","753","nao","feminino",34,"3","2","3","3"
"754","754","nao","masculino",34,"1","4","2","3"
"755","755","nao","feminino",35,"4","3","4","2"
"756","756","nao","feminino",34,"3","2","1","4"
"757","757","nao","feminino",35,"3","2","3","3"
"758","758","nao","feminino",34,"4","3","1","4"
"759","759","nao","feminino",34,"4","3","1","4"
"760","760","nao","feminino",32,"1","3","1","4"
"761","761","nao","feminino",34,"1","5","3","3"
"762","762","nao","feminino",34,"3","2","3","3"
"763","763","nao","feminino",34,"4","3","5","1"
"764","764","nao","feminino",35,"2","3","1","4"
"765","765","nao","feminino",34,"3","2","3","3"
"766","766","nao","feminino",34,"4","1","1","2"
"767","767","nao","feminino",29,"4","1","3","3"
"768","768","nao","masculino",34,"1","4","2","3"
"769","769","nao","feminino",31,"2","3","3","3"
"770","770","nao","feminino",31,"4","3","1","3"
"771","771","nao","masculino",34,"2","2","3","3"
"772","772","nao","feminino",34,"3","2","3","3"
"773","773","nao","feminino",32,"4","3","3","5"
"774","774","nao","feminino",34,"4","3","3","3"
"775","775","nao","feminino",34,"4","4","1","4"
"776","776","nao","feminino",34,"4","3","1","2"
"777","777","nao","feminino",34,"4","3","3","3"
"778","778","nao","masculino",34,"2","2","3","3"
"779","779","nao","feminino",35,"2","3","1","4"
"780","780","nao","feminino",34,"2","4","3","5"
"781","781","nao","feminino",34,"5","1","4","2"
"782","782","nao","feminino",34,"3","2","3","3"
"783","783","nao","feminino",34,"4","4","1","4"
"784","784","nao","feminino",34,"3","5","1","3"
"785","785","nao","feminino",34,"2","3","3","1"
"786","786","nao","feminino",34,"4","3","3","3"
"787","787","nao","masculino",34,"5","1","3","3"
"788","788","nao","feminino",34,"3","2","3","3"
"789","789","nao","feminino",34,"4","1","3","3"
"790","790","nao","feminino",34,"3","2","1","4"
"791","791","nao","feminino",34,"4","3","1","4"
"792","792","nao","feminino",34,"4","3","3","3"
"793","793","nao","feminino",34,"4","4","1","4"
"794","794","nao","feminino",34,"2","4","3","5"
"795","795","nao","feminino",34,"3","2","3","3"
"796","796","nao","masculino",34,"5","1","3","3"
"797","797","nao","feminino",34,"4","1","3","1"
"798","798","nao","feminino",31,"2","3","3","3"
"799","799","nao","feminino",35,"4","3","4","2"
"800","800","nao","feminino",34,"4","4","1","4"
"801","801","nao","feminino",31,"2","3","3","3"
"802","802","nao","masculino",34,"1","1","4","1"
"803","803","nao","feminino",34,"4","4","1","4"
"804","804","nao","feminino",31,"2","3","3","3"
"805","805","nao","feminino",31,"4","3","1","3"
"806","806","nao","feminino",34,"3","2","1","4"
"807","807","nao","feminino",34,"4","3","1","4"
"808","808","nao","feminino",34,"5","1","1","3"
"809","809","nao","feminino",34,"3","5","1","3"
"810","810","nao","feminino",35,"3","2","3","3"
"811","811","nao","feminino",34,"4","1","1","2"
"812","812","nao","feminino",34,"4","4","3","3"
"813","813","nao","feminino",34,"3","2","5","4"
"814","814","nao","feminino",29,"4","1","3","3"
"815","815","nao","feminino",34,"3","5","1","3"
"816","816","nao","feminino",34,"2","3","3","1"
"817","817","nao","feminino",33,"4","1","5","4"
"818","818","nao","masculino",34,"2","2","3","3"
"819","819","nao","feminino",34,"3","2","3","3"
"820","820","nao","masculino",34,"2","2","3","3"
"821","821","nao","feminino",34,"4","3","5","1"
"822","822","nao","feminino",34,"4","4","3","3"
"823","823","nao","feminino",34,"3","2","1","4"
"824","824","nao","feminino",34,"3","2","3","3"
"825","825","nao","feminino",29,"4","1","3","3"
"826","826","nao","feminino",34,"3","2","3","3"
"827","827","nao","feminino",34,"3","2","3","3"
"828","828","nao","feminino",31,"2","3","3","3"
"829","829","nao","feminino",34,"4","3","1","2"
"830","830","nao","feminino",34,"3","2","5","4"
"831","831","nao","feminino",34,"4","1","1","2"
"832","832","nao","feminino",34,"5","1","1","3"
"833","833","nao","feminino",34,"3","2","3","3"
"834","834","nao","feminino",34,"4","1","3","1"
"835","835","nao","feminino",34,"3","5","1","3"
"836","836","nao","feminino",34,"2","2","1","1"
"837","837","nao","feminino",34,"3","2","5","4"
"838","838","nao","feminino",34,"5","1","1","3"
"839","839","nao","masculino",34,"5","1","3","3"
"840","840","nao","masculino",34,"2","2","3","3"
"841","841","nao","feminino",34,"4","3","1","2"
"842","842","nao","feminino",34,"4","3","1","4"
"843","843","nao","feminino",35,"2","3","1","4"
"844","844","nao","feminino",34,"2","4","1","4"
"845","845","nao","feminino",34,"2","3","3","3"
"846","846","nao","feminino",31,"4","3","1","3"
"847","847","nao","feminino",34,"3","5","1","3"
"848","848","nao","feminino",34,"4","3","3","3"
"849","849","nao","feminino",31,"2","3","3","3"
"850","850","nao","feminino",34,"4","3","5","1"
"851","851","nao","feminino",34,"3","2","3","3"
"852","852","nao","feminino",34,"4","3","1","2"
"853","853","nao","feminino",34,"2","4","3","5"
"854","854","nao","feminino",34,"3","5","1","3"
"855","855","nao","feminino",34,"5","1","4","2"
"856","856","nao","feminino",34,"3","2","3","3"
"857","857","nao","feminino",34,"4","3","3","3"
"858","858","nao","feminino",34,"3","2","1","4"
"859","859","nao","feminino",34,"2","4","3","5"
"860","860","nao","feminino",34,"4","1","1","2"
"861","861","nao","masculino",34,"3","2","4","2"
"862","862","nao","feminino",29,"4","1","3","3"
"863","863","nao","feminino",34,"3","2","1","4"
"864","864","nao","feminino",34,"4","3","1","4"
"865","865","nao","feminino",32,"4","3","3","5"
"866","866","nao","feminino",34,"5","1","4","2"
"867","867","nao","feminino",34,"3","2","3","3"
"868","868","nao","feminino",34,"5","1","4","2"
"869","869","nao","feminino",33,"4","1","5","4"
"870","870","nao","feminino",35,"4","3","4","2"
"871","871","nao","feminino",34,"4","1","3","3"
"872","872","nao","feminino",34,"4","4","1","4"
"873","873","nao","feminino",34,"3","2","3","3"
"874","874","nao","feminino",34,"4","3","1","2"
"875","875","nao","feminino",32,"4","3","3","5"
"876","876","nao","feminino",34,"2","3","3","3"
"877","877","nao","feminino",33,"4","1","5","4"
"878","878","nao","feminino",34,"2","3","3","1"
"879","879","nao","feminino",34,"2","4","3","5"
"880","880","nao","feminino",34,"3","2","3","3"
"881","881","nao","feminino",34,"3","2","3","3"
"882","882","nao","feminino",30,"4","3","5","4"
"883","883","nao","feminino",34,"4","1","3","3"
"884","884","nao","feminino",34,"4","1","3","3"
"885","885","nao","masculino",34,"2","2","3","3"
"886","886","nao","masculino",34,"1","4","2","3"
"887","887","nao","feminino",34,"2","3","3","3"
"888","888","nao","feminino",32,"1","3","1","4"
"889","889","nao","feminino",34,"2","4","3","5"
"890","890","nao","masculino",34,"1","1","4","1"
"891","891","nao","feminino",34,"4","3","3","3"
"892","892","nao","feminino",34,"3","2","3","3"
"893","893","nao","feminino",35,"3","2","3","3"
"894","894","nao","feminino",34,"5","1","1","3"
"895","895","nao","feminino",31,"4","3","1","3"
"896","896","nao","feminino",34,"4","3","3","3"
"897","897","nao","feminino",34,"3","2","1","4"
"898","898","nao","feminino",32,"4","3","3","5"
"899","899","nao","feminino",34,"4","4","3","3"
"900","900","nao","feminino",34,"4","4","3","3"
"901","901","nao","feminino",34,"2","4","1","4"
"902","902","nao","feminino",34,"4","3","5","1"
"903","903","nao","feminino",31,"3","1","2","3"
"904","904","nao","feminino",29,"4","1","3","3"
"905","905","nao","feminino",34,"3","2","3","3"
"906","906","nao","feminino",34,"3","5","1","3"
"907","907","nao","feminino",33,"4","1","5","4"
"908","908","nao","masculino",34,"1","1","4","1"
"909","909","nao","feminino",34,"3","2","5","4"
"910","910","nao","feminino",34,"4","1","3","3"
"911","911","nao","feminino",32,"1","3","1","4"
"912","912","nao","feminino",34,"5","1","4","2"
"913","913","nao","feminino",34,"4","3","1","4"
"914","914","nao","masculino",34,"5","1","3","3"
"915","915","nao","feminino",33,"4","1","5","4"
"916","916","nao","feminino",34,"5","1","4","2"
"917","917","nao","masculino",34,"5","1","3","3"
"918","918","nao","feminino",34,"4","3","3","3"
"919","919","nao","feminino",34,"4","4","3","3"
"920","920","nao","masculino",34,"3","2","4","2"
"921","921","nao","feminino",34,"2","4","3","5"
"922","922","nao","masculino",34,"3","2","4","2"
"923","923","nao","feminino",34,"4","3","5","1"
"924","924","nao","feminino",29,"4","1","3","3"
"925","925","nao","feminino",34,"2","3","3","1"
"926","926","nao","feminino",34,"2","3","3","1"
"927","927","nao","feminino",34,"4","4","1","4"
"928","928","nao","feminino",33,"4","1","5","4"
"929","929","nao","feminino",34,"4","3","1","2"
"930","930","nao","feminino",34,"4","3","3","3"
"931","931","nao","feminino",34,"4","1","3","1"
"932","932","nao","feminino",34,"3","5","1","3"
"933","933","nao","feminino",34,"4","4","3","3"
"934","934","nao","feminino",34,"2","3","3","3"
"935","935","nao","feminino",34,"3","2","3","3"
"936","936","nao","feminino",34,"5","1","4","2"
"937","937","nao","feminino",35,"4","3","4","2"
"938","938","nao","feminino",34,"4","1","3","1"
"939","939","nao","feminino",34,"2","3","3","1"
"940","940","nao","feminino",32,"1","3","1","4"
"941","941","nao","masculino",34,"3","2","4","2"
"942","942","nao","feminino",34,"4","4","3","3"
"943","943","nao","feminino",34,"3","5","1","3"
"944","944","nao","feminino",34,"5","1","4","2"
"945","945","nao","feminino",35,"3","2","3","3"
"946","946","nao","feminino",34,"5","1","1","3"
"947","947","nao","masculino",34,"3","2","4","2"
"948","948","nao","feminino",34,"4","1","3","3"
"949","949","nao","feminino",34,"3","2","3","3"
"950","950","nao","feminino",30,"4","3","5","4"
"951","951","nao","masculino",34,"5","1","3","3"
"952","952","nao","feminino",32,"4","3","3","5"
"953","953","nao","feminino",35,"4","3","4","2"
"954","954","nao","feminino",34,"2","3","3","3"
"955","955","nao","masculino",34,"1","4","2","3"
"956","956","nao","feminino",34,"3","5","1","3"
"957","957","nao","masculino",34,"1","1","4","1"
"958","958","nao","feminino",30,"4","3","5","4"
"959","959","nao","feminino",34,"5","1","1","3"
"960","960","nao","feminino",34,"4","4","1","4"
"961","961","nao","feminino",34,"3","2","3","3"
"962","962","nao","feminino",31,"3","1","2","3"
"963","963","nao","feminino",32,"1","3","1","4"
"964","964","nao","feminino",34,"4","3","5","1"
"965","965","nao","feminino",34,"3","2","3","3"
"966","966","nao","feminino",34,"4","3","5","1"
"967","967","nao","feminino",34,"3","2","3","3"
"968","968","nao","feminino",34,"3","2","3","3"
"969","969","nao","masculino",34,"2","2","3","3"
"970","970","nao","feminino",30,"4","3","5","4"
"971","971","nao","feminino",34,"4","3","5","1"
"972","972","nao","feminino",34,"1","5","3","3"
"973","973","nao","feminino",34,"2","3","3","1"
"974","974","nao","feminino",34,"3","2","5","4"
"975","975","nao","feminino",34,"3","2","3","3"
"976","976","nao","feminino",34,"2","2","1","1"
"977","977","nao","feminino",34,"4","4","3","3"
"978","978","nao","feminino",34,"3","2","3","3"
"979","979","nao","feminino",34,"4","3","3","3"
"980","980","nao","feminino",32,"1","3","1","4"
"981","981","nao","feminino",35,"2","3","1","4"
"982","982","nao","feminino",34,"5","1","1","3"
"983","983","nao","feminino",34,"4","3","3","3"
"984","984","nao","feminino",34,"3","5","1","3"
"985","985","nao","feminino",34,"4","1","1","2"
"986","986","nao","feminino",34,"3","2","1","4"
"987","987","nao","feminino",34,"4","1","3","3"
"988","988","nao","masculino",34,"3","2","4","2"
"989","989","nao","feminino",34,"2","2","1","1"
"990","990","nao","feminino",35,"3","2","3","3"
"991","991","nao","feminino",34,"3","2","3","3"
"992","992","nao","feminino",34,"4","1","1","2"
"993","993","nao","feminino",34,"3","2","1","4"
"994","994","nao","feminino",34,"1","5","3","3"
"995","995","nao","feminino",34,"3","2","3","3"
"996","996","nao","feminino",34,"2","3","3","3"
"997","997","nao","feminino",34,"3","2","3","3"
"998","998","nao","feminino",34,"3","2","3","3"
"999","999","nao","feminino",34,"4","3","5","1"
"1000","1000","nao","feminino",34,"3","2","3","3"
"1001","1001","nao","feminino",34,"5","1","4","2"
"1002","1002","nao","feminino",34,"4","1","1","2"
"1003","1003","nao","feminino",34,"2","4","3","5"
"1004","1004","nao","feminino",34,"4","4","3","3"
"1005","1005","nao","feminino",29,"4","1","3","3"
"1006","1006","nao","feminino",34,"4","3","1","4"
"1007","1007","nao","feminino",34,"3","2","3","3"
"1008","1008","nao","feminino",34,"1","5","3","3"
"1009","1009","nao","feminino",34,"4","3","1","2"
"1010","1010","nao","feminino",32,"4","3","3","5"
"1011","1011","nao","feminino",34,"4","1","1","2"
"1012","1012","nao","feminino",34,"2","2","1","1"
"1013","1013","nao","feminino",34,"4","3","5","1"
"1014","1014","nao","feminino",29,"4","1","3","3"
"1015","1015","nao","feminino",34,"4","3","1","4"
"1016","1016","nao","masculino",34,"2","2","3","3"
"1017","1017","nao","feminino",34,"5","1","1","3"
"1018","1018","nao","feminino",34,"4","3","1","4"
"1019","1019","nao","feminino",34,"4","3","1","4"
"1020","1020","nao","feminino",34,"3","2","5","4"
"1021","1021","nao","feminino",34,"4","3","5","1"
"1022","1022","nao","feminino",34,"3","2","3","3"
"1023","1023","nao","feminino",34,"1","5","3","3"
"1024","1024","nao","feminino",34,"3","2","3","3"
"1025","1025","nao","feminino",34,"4","4","1","4"
"1026","1026","nao","feminino",34,"3","2","3","3"
"1027","1027","nao","feminino",34,"2","4","1","4"
"1028","1028","nao","feminino",31,"4","3","1","3"
"1029","1029","nao","masculino",34,"2","2","3","3"
"1030","1030","nao","masculino",34,"1","1","4","1"
"1031","1031","nao","feminino",34,"4","3","1","2"
"1032","1032","nao","feminino",34,"2","3","3","1"
"1033","1033","nao","feminino",34,"4","1","3","3"
"1034","1034","nao","feminino",34,"4","3","1","4"
"1035","1035","nao","feminino",35,"3","2","3","3"
"1036","1036","nao","feminino",32,"1","3","1","4"
"1037","1037","nao","feminino",34,"2","3","3","3"
"1038","1038","nao","feminino",34,"4","3","5","1"
"1039","1039","nao","feminino",34,"3","2","3","3"
"1040","1040","nao","masculino",34,"2","2","3","3"
"1041","1041","nao","feminino",34,"5","1","4","2"
"1042","1042","nao","feminino",34,"3","2","3","3"
"1043","1043","nao","feminino",34,"4","3","3","3"
"1044","1044","nao","feminino",35,"3","2","3","3"
"1045","1045","nao","feminino",34,"2","3","3","3"
"1046","1046","nao","feminino",34,"3","2","1","4"
"1047","1047","nao","masculino",34,"1","1","4","1"
"1048","1048","nao","feminino",34,"5","1","4","2"
"1049","1049","nao","masculino",34,"1","1","4","1"
"1050","1050","nao","feminino",34,"4","3","3","3"
"1051","1051","nao","feminino",34,"3","5","1","3"
"1052","1052","nao","feminino",34,"3","5","1","3"
"1053","1053","nao","feminino",32,"1","3","1","4"
"1054","1054","nao","feminino",34,"3","2","1","4"
"1055","1055","nao","feminino",34,"3","2","5","4"
"1056","1056","nao","feminino",34,"3","2","3","3"
"1057","1057","nao","feminino",34,"3","2","3","3"
"1058","1058","nao","feminino",34,"3","2","3","3"
"1059","1059","nao","feminino",34,"5","1","1","3"
"1060","1060","nao","feminino",33,"4","1","5","4"
"1061","1061","nao","feminino",35,"2","3","1","4"
"1062","1062","nao","feminino",32,"4","3","3","5"
"1063","1063","nao","feminino",34,"4","4","3","3"
"1064","1064","nao","feminino",34,"4","3","1","4"
"1065","1065","nao","masculino",34,"1","1","4","1"
"1066","1066","nao","feminino",35,"2","3","1","4"
"1067","1067","nao","feminino",35,"3","2","3","3"
"1068","1068","nao","feminino",34,"2","4","3","5"
"1069","1069","nao","feminino",34,"4","4","3","3"
"1070","1070","nao","feminino",34,"4","3","3","3"
"1071","1071","nao","feminino",34,"2","3","3","3"
"1072","1072","nao","feminino",34,"3","2","1","4"
"1073","1073","nao","feminino",29,"4","1","3","3"
"1074","1074","nao","feminino",31,"3","1","2","3"
"1075","1075","nao","feminino",34,"2","4","1","4"
"1076","1076","nao","feminino",31,"3","1","2","3"
"1077","1077","nao","feminino",34,"3","2","3","3"
"1078","1078","nao","feminino",34,"4","1","3","1"
"1079","1079","nao","feminino",34,"3","2","1","4"
"1080","1080","nao","feminino",34,"4","3","3","3"
"1081","1081","nao","masculino",34,"3","2","4","2"
"1082","1082","nao","feminino",34,"2","3","3","1"
"1083","1083","nao","feminino",34,"5","1","4","2"
"1084","1084","nao","masculino",34,"2","2","3","3"
"1085","1085","nao","masculino",34,"1","4","2","3"
"1086","1086","nao","feminino",34,"2","2","1","1"
"1087","1087","nao","feminino",34,"4","1","3","1"
"1088","1088","nao","masculino",34,"2","2","3","3"
"1089","1089","nao","feminino",34,"4","4","1","4"
"1090","1090","nao","feminino",35,"3","2","3","3"
"1091","1091","nao","feminino",34,"1","5","3","3"
"1092","1092","nao","feminino",34,"4","3","1","4"
"1093","1093","nao","feminino",34,"2","3","3","3"
"1094","1094","nao","feminino",34,"3","2","3","3"
"1095","1095","nao","feminino",34,"4","3","1","4"
"1096","1096","nao","masculino",34,"1","4","2","3"
"1097","1097","nao","feminino",34,"4","3","3","3"
"1098","1098","nao","feminino",34,"2","4","3","5"
"1099","1099","nao","feminino",34,"4","3","1","4"
"1100","1100","nao","feminino",34,"4","3","3","3"
"1101","1101","nao","feminino",34,"1","5","3","3"
"1102","1102","nao","feminino",29,"4","1","3","3"
"1103","1103","nao","feminino",34,"4","3","1","4"
"1104","1104","nao","feminino",34,"4","1","1","2"
"1105","1105","nao","masculino",34,"1","1","4","1"
"1106","1106","nao","masculino",34,"1","1","4","1"
"1107","1107","nao","masculino",34,"1","1","4","1"
"1108","1108","nao","feminino",34,"2","4","3","5"
"1109","1109","nao","feminino",33,"4","1","5","4"
"1110","1110","nao","masculino",34,"1","4","2","3"
"1111","1111","nao","feminino",30,"4","3","5","4"
"1112","1112","nao","feminino",35,"2","3","1","4"
"1113","1113","nao","feminino",34,"2","3","3","3"
"1114","1114","nao","feminino",31,"4","3","1","3"
"1115","1115","nao","feminino",31,"2","3","3","3"
"1116","1116","nao","feminino",34,"3","2","3","3"
"1117","1117","nao","feminino",34,"4","1","1","2"
"1118","1118","nao","feminino",34,"3","2","3","3"
"1119","1119","nao","feminino",34,"4","4","3","3"
"1120","1120","nao","feminino",34,"4","4","3","3"
"1121","1121","nao","feminino",34,"2","4","1","4"
"1122","1122","nao","feminino",34,"4","1","3","1"
"1123","1123","nao","feminino",34,"4","4","3","3"
"1124","1124","nao","feminino",34,"3","5","1","3"
"1125","1125","nao","feminino",34,"2","3","3","3"
"1126","1126","nao","feminino",34,"2","4","3","5"
"1127","1127","nao","feminino",34,"2","4","1","4"
"1128","1128","nao","feminino",34,"3","2","3","3"
"1129","1129","nao","feminino",34,"1","5","3","3"
"1130","1130","nao","feminino",34,"3","2","5","4"
"1131","1131","nao","masculino",34,"2","2","3","3"
"1132","1132","nao","feminino",34,"2","3","3","1"
"1133","1133","nao","feminino",34,"5","1","1","3"
"1134","1134","nao","feminino",34,"1","5","3","3"
"1135","1135","nao","feminino",34,"4","1","3","3"
"1136","1136","nao","feminino",32,"4","3","3","5"
"1137","1137","nao","masculino",34,"2","2","3","3"
"1138","1138","nao","feminino",34,"4","1","1","2"
"1139","1139","nao","feminino",34,"2","4","1","4"
"1140","1140","nao","feminino",34,"3","5","1","3"
"1141","1141","nao","feminino",34,"3","2","1","4"
"1142","1142","nao","feminino",34,"3","2","1","4"
"1143","1143","nao","feminino",34,"4","3","1","4"
"1144","1144","nao","feminino",34,"3","2","5","4"
"1145","1145","nao","feminino",34,"3","2","3","3"
"1146","1146","nao","feminino",34,"4","3","1","4"
"1147","1147","nao","feminino",34,"3","2","3","3"
"1148","1148","nao","feminino",35,"3","2","3","3"
"1149","1149","nao","feminino",31,"3","1","2","3"
